UEI,Start_Date,End_Date,Duration,Main_Cause,Location,Districts,State,Latitude,Longitude,Severity,Area_Affected,Human_fatality,Human_injured,Human_Displaced,Animal_Fatality,Description_of_Casualties_injured,Extent_of_damage ,Event_Source,Event_Souce_ID
172.217.9.238-10.42.0.211-443-41479-6,07-10-04,18-10-04,11,Heavy Rain,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2004-0509
10.42.0.151-23.101.116.26-59471-443-6,01-08-04,08-09-04,38,Cyclone and Flood,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2004-0734
180.149.138.210-10.42.0.211-80-36921-6,27-05-05,27-05-05,0,Heavy Rain,Mokokchung district (Nagaland province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0314
10.42.0.211-104.193.88.109-35019-80-6,28-06-05,15-07-05,17,Cyclone and Flood,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0335
10.42.0.151-104.254.66.16-56907-80-6,09-07-05,09-07-05,0,Cyclone and Flood,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0354
180.149.138.210-10.42.0.211-80-58997-6,26-06-05,29-06-05,3,Heavy Rain,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0361
10.42.0.42-37.1.204.175-53994-80-6,07-07-05,28-07-05,21,Heavy Rain,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0375
10.42.0.211-52.6.99.186-48926-443-6,02-07-05,15-07-05,13,Cyclone and Flood,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0398
172.217.10.138-10.42.0.211-443-42910-6,10-07-05,10-07-05,0,Heavy Rain,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0399
203.205.128.137-10.42.0.211-80-57510-6,24-07-05,05-08-05,12,Cyclone and Flood,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0409
172.217.12.206-10.42.0.151-443-55599-6,26-08-05,28-08-05,2,Heavy Rain,Azamgarh district (Uttar Pradesh province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0471
10.42.0.211-10.42.0.1-43923-53-17,23-07-05,16-08-05,24,Cyclone and Flood,"Karnataka, Andhra Pradesh provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0504
10.42.0.211-104.192.110.245-33583-443-6,16-09-05,19-09-05,3,Heavy Rain,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0539
172.217.3.110-10.42.0.42-443-56895-6,14-09-05,20-09-05,6,Cyclone and Flood,"Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0541
10.42.0.211-66.198.24.240-53428-80-6,21-10-05,24-10-05,3,Cyclone and Flood,"East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0599
10.42.0.211-10.42.0.1-35052-53-17,22-09-05,11-10-05,19,Cyclone and Flood,"Surat, Vadodara, Bhavnagar, Panch Mahals, Narmada districts (Gujarat province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0603
10.42.0.211-10.42.0.1-63379-53-17,23-10-05,13-11-05,21,Cyclone and Flood,"Salem, Namakkal, Karur, Erode, Tiruchchirappalli, Vellore, Perambalur, Nagapattinam, Kanniyakumari, Dharmapuri, Madurai, Villupuram, Chennai, Cuddalore districts (Tamil Nadu province), Karaikal district (Puducherry province), Bangalore Rural, Bangalore Urban, Mysore districts (Karnataka province), Nellore, Chittoor, Vishakhapatnam, Srikakulam, Vizianagaram, Cuddapah districts (Andhra Pradesh province), West Bengal, Orissa provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0627
10.42.0.211-66.102.255.50-35275-80-6,02-12-05,03-12-05,1,Cyclone and Flood,Tamil Nadu province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0677
172.217.12.131-10.42.0.42-443-60868-6,05-07-05,14-08-05,40,Heavy Rain,"Himachal Pradesh, Punjab, Jammu and Kashmir, Haryana provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0746
10.42.0.1-10.42.0.42-53-57948-17,15-04-06,18-04-06,3,Heavy Rain,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",NA,NA,17.43,82.81,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0207
10.42.0.211-104.97.95.172-59481-80-6,31-05-06,24-07-06,54,Cyclone and Flood,"Assam, Tripura provinces",NA,NA,26.6,94.02,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0262
10.42.0.42-64.71.142.125-54720-443-6,25-05-06,02-06-06,8,Cyclone and Flood,Kerala province,NA,NA,10.54,76.05,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0263
172.217.3.99-10.42.0.151-443-36961-6,31-05-06,04-06-06,4,Cyclone and Flood,"Maharashtra, Gujarat provinces",NA,NA,18.73,75.23,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0265
10.42.0.211-10.42.0.1-49863-53-17,24-06-06,27-06-06,3,Heavy Rain,"Ballia, Chandauli districts (Uttar Pradesh province)",NA,NA,25.62,83.67,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0342
10.42.0.211-10.42.0.1-14281-53-17,04-07-06,07-07-06,3,Heavy Rain,"Navsari, The Dangs districts (Gujarat)",NA,NA,22.41,71.31,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0369
205.185.216.42-10.42.0.151-80-53355-6,03-07-06,08-07-06,5,Heavy Rain,"Gajapati, Rayagada districts (Orissa province)",NA,NA,19.17,83.65,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0370
10.42.0.151-23.194.182.14-35361-443-6,24-07-06,22-08-06,29,Heavy Rain,Jammu and Kashmir provinces,NA,NA,34.61,73.2,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0389
10.42.0.151-123.125.29.220-58362-80-6,28-07-06,12-09-06,46,Heavy Rain,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",NA,NA,20.19,73.82,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0417
10.42.0.211-23.217.155.120-35919-80-6,/08/2006,/08/2006,Diffing the dates,Cyclone and Flood,Gujarat province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0443
10.42.0.211-52.84.29.55-54716-443-6,18-08-06,02-09-06,15,Heavy Rain,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0469
10.42.0.42-13.32.250.43-34547-443-6,31-08-06,11-09-06,11,Cyclone and Flood,Jammu and Kashmir provinces,NA,NA,32.89,73.88,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0548
10.42.0.151-54.192.38.230-41296-443-6,29-08-06,04-09-06,6,Cyclone and Flood,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",NA,NA,27.59,81.52,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0549
172.217.12.170-10.42.0.211-443-43617-6,26-10-06,04-11-06,9,Cyclone and Flood,"Tamil Nadu, Andhra Pradesh provinces",NA,NA,14.13,79.93,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0601
192.229.173.173-10.42.0.211-80-46621-6,01-08-06,10-09-06,40,Heavy Rain,"Orissa, Andhra Pradesh, Chhattisgarh provinces",NA,NA,18.1,81.53,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0712
10.42.0.211-10.42.0.1-38517-53-17,09-03-06,10-03-06,1,Cyclone and Flood,"Madhya Pradesh, Maharashtra, Rajasthan provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0731
10.42.0.42-23.60.136.84-58619-443-6,01-10-06,01-10-06,0,Heavy Rain,Madhya Pradesh province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0734
10.42.0.211-23.206.166.62-39416-80-6,18-06-07,26-06-07,8,Cyclone and Flood,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",NA,NA,26.26,94.02,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0225
180.76.147.97-10.42.0.211-80-35186-6,01-07-07,13-07-07,12,Heavy Rain,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",NA,NA,22.02,72.25,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0238
172.217.3.110-10.42.0.151-443-38699-17,01-07-07,06-07-07,5,Cyclone and Flood,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",NA,NA,21.03,77.52,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0239
10.42.0.211-104.94.222.37-36000-80-6,30-06-07,13-07-07,13,Heavy Rain,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",NA,NA,20.05,81.86,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0240
172.217.10.99-10.42.0.42-443-33161-6,22-06-07,04-07-07,12,Heavy Rain,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",NA,NA,14.94,78.16,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0250
219.142.78.162-10.42.0.211-80-41483-6,21-07-07,03-08-07,13,Cyclone and Flood,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",NA,NA,23.92,91.23,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0311
10.42.0.42-66.102.255.61-49849-443-6,03-07-07,22-09-07,81,Heavy Rain,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",NA,NA,22.63,88.49,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0320
10.42.0.211-23.194.140.226-48114-80-6,12-08-07,17-08-07,5,Cyclone and Flood,Himachal Pradesh province,NA,NA,31.24,76.53,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0364
10.42.0.211-106.39.169.66-46462-443-6,08-08-07,15-08-07,7,Cyclone and Flood,Gujarat province,NA,NA,22.68,70.93,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0415
10.42.0.211-66.231.239.124-34514-443-6,22-09-07,03-10-07,11,Heavy Rain,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",NA,NA,20.91,86.4,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0467
10.42.0.151-50.112.28.116-32858-80-6,16-09-07,07-10-07,21,Heavy Rain,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",NA,NA,15.71,79.88,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0469
10.42.0.42-103.7.30.118-49911-80-6,27-10-07,01-11-07,5,Cyclone and Flood,"Andhra Pradesh, Tamil Nadu province",NA,NA,12.73,79.7,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0524
10.42.0.211-23.23.129.231-33526-443-6,03-08-07,27-08-07,24,Heavy Rain,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",NA,NA,20.45,86.2,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0596
10.42.0.211-77.234.44.40-59337-80-6,12-07-07,10-10-07,90,Cyclone and Flood,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",NA,NA,27.58,95.26,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0602
172.217.12.131-10.42.0.151-443-46703-6,16-07-07,20-07-07,4,Heavy Rain,Kerala province,NA,NA,10.39,76.31,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0603
172.217.3.106-10.42.0.211-443-52921-6,11-02-07,16-02-07,5,Cyclone and Flood,"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0683
192.229.163.180-10.42.0.211-443-36525-6,20-03-08,28-03-08,8,Heavy Rain,"Tamil Nadu, Karnataka provinces",NA,NA,10.76,78.72,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2008-0130
172.217.6.206-10.42.0.151-443-50436-6,11-06-08,21-07-08,40,Cyclone and Flood,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",NA,NA,25.18,91.54,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2008-0246
183.79.248.124-10.42.0.151-443-53684-6,05-07-08,14-07-08,9,Cyclone and Flood,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2008-0285
183.79.249.124-10.42.0.211-443-33721-6,05-09-08,11-09-08,6,Cyclone and Flood,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",NA,NA,16.65,81.38,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2008-0415
10.42.0.151-31.13.71.36-45554-443-6,14-09-08,21-09-08,7,Cyclone and Flood,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2008-0423
10.42.0.211-64.71.142.120-37147-443-6,30-08-08,08-09-08,9,Cyclone and Flood,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",NA,NA,22.044,94.55,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2008-0486
10.42.0.151-104.192.110.245-52502-80-6,27-11-08,04-12-08,7,Heavy Rain,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2008-0560
209.10.120.26-10.42.0.211-80-42920-6,20-07-08,08-08-08,19,Heavy Rain,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",NA,NA,27.5,89.79,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2008-0615
10.42.0.211-10.42.0.1-20273-53-17,29-07-09,29-07-09,0,Cyclone and Flood,Delhi province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2009-0303
202.77.129.150-10.42.0.211-80-35163-6,/07/2009,/09/2009,Diffing the dates,Cyclone and Flood,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2009-0409
10.42.0.211-123.125.29.138-56250-443-6,25-09-09,12-10-09,17,Cyclone and Flood,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",NA,NA,15.71,78.23,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2009-0429
10.42.0.1-10.42.0.42-53-5697-17,09-10-09,09-10-09,0,Heavy Rain,Jainta Hills district (Meghalaya province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2009-0443
180.149.135.239-10.42.0.42-80-42781-6,03-11-09,08-11-09,5,Heavy Rain,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",NA,NA,11.47,77.85,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2009-0483
172.217.10.98-10.42.0.211-443-52461-6,26-08-09,28-08-09,2,Heavy Rain,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2009-0638
131.253.61.68-10.42.0.211-443-43706-6,05-07-10,15-07-10,10,Heavy Rain,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",NA,NA,30.18,74.77,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2010-0276
203.205.158.35-10.42.0.211-80-36572-6,18-05-10,24-05-10,6,Heavy Rain,Andhra Pradesh province,NA,NA,15.22,79.48,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2010-0283
203.205.158.60-10.42.0.211-80-49274-6,13-07-10,13-07-10,0,Cyclone and Flood,Delhi province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2010-0321
172.217.7.227-10.42.0.211-443-45832-6,06-08-10,08-08-10,2,Heavy Rain,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",NA,NA,33.53,76.12,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2010-0373
10.42.0.151-31.13.80.5-52262-443-6,05-09-10,17-09-10,12,Cyclone and Flood,Lakhimpur district (Assam province),NA,NA,26.235,92.25,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2010-0416
10.42.0.151-103.235.46.212-50769-443-6,18-09-10,30-09-10,12,Cyclone and Flood,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",NA,NA,26.73,82.84,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2010-0492
172.217.12.138-10.42.0.151-443-59192-6,09-09-10,09-09-10,0,Cyclone and Flood,"Punjab, Haryana, Uttar Pradesh provinces",NA,NA,25.965,76.05,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2010-0493
10.42.0.211-66.231.239.124-47686-443-6,15-11-10,07-12-10,22,Heavy Rain,"Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",NA,NA,9.88,78.47,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2010-0629
172.217.10.97-10.42.0.42-443-43500-6,10-08-11,13-09-11,34,Cyclone and Flood,West Bengal province,NA,NA,22.306,88.34,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2011-0327
172.217.12.138-10.42.0.211-443-46861-6,23-09-11,23-10-11,30,Heavy Rain,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",NA,NA,20.651,86,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2011-0371
10.42.0.211-10.42.0.1-56921-53-17,15-08-11,08-09-11,24,Cyclone and Flood,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",NA,NA,26.59,92.18,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2011-0422
10.42.0.151-119.167.164.115-50949-80-6,15-08-11,02-10-11,48,Heavy Rain,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)",NA,NA,26.376,86.24,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2011-0424
10.42.0.211-65.39.128.135-32982-80-6,23-07-11,09-08-11,17,Cyclone and Flood,"Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province",NA,NA,28.524,80.93,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2011-0428
10.42.0.211-106.11.94.1-58477-443-6,05-09-11,15-09-11,10,Heavy Rain,Orissa province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2011-0473
198.105.244.11-10.42.0.211-80-54045-6,15-06-11,16-07-11,31,Heavy Rain,"Uttar Pradesh, Uttarakhand province",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2011-0647
10.42.0.211-66.231.239.122-42214-80-6,26-06-20,13-07-20,17,Cyclone and Flood,"Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province",NA,NA,26.5659,92.44,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2020-0179
172.217.11.10-10.42.0.211-443-36462-6,21-08-20,23-08-20,2,Heavy Rain,"Jaipur, Dhaulpur, Dausa, Tonk, Jhunjhunun, Sikar, Hanumangarh, Bikaner districts (Rajasthan province), Anjaw (70044), 70045, 70050, Lower Dibang Valley, Upper Siang (70051) districts (Arunachal Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2020-0322
10.42.0.211-23.23.157.167-46222-443-6,04-08-20,09-08-20,5,Cyclone and Flood,"Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)",NA,NA,30.1135,78.85,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2020-0334
10.42.0.211-74.6.105.13-54814-443-6,16-09-20,18-09-20,2,Cyclone and Flood,"Rudra Prayag, Bageshwar districts (Uttarakhand province)",NA,NA,31.3,76.85,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2020-0354
172.217.3.99-10.42.0.42-443-59212-6,19-09-20,23-09-20,4,Heavy Rain," Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",NA,NA,26.8,93.63,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2020-0382
10.42.0.211-64.71.142.124-55671-443-6,21-08-20,23-08-20,2,Heavy Rain,Himachel Pradesh province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2020-0584
